# Homebrew Version oracle: da12368691a124f3e22a00a02e6587e4f148f8d0
# Inputs: selected formula versions and exact-identity bottle runtime floors from the local registry snapshot, plus captured disagreement cases.
# identity	left	right	expected
pkgconf	2.5.1	3.0.6	-1
pkgconf	3.0.1	3.0.6	-1
pkgconf	3.0.2	3.0.6	-1
pkgconf	3.0.3	3.0.6	-1
pkgconf	3.0.4	3.0.6	-1
pkgconf	3.0.5	3.0.6	-1
pkgconf	3.0.6	2.3.0	1
pkgconf	3.0.6	2.4.3	1
pkgconf	3.0.6	2.5.1	1
pkgconf	3.0.6	3.0.1	1
pkgconf	3.0.6	3.0.2	1
pkgconf	3.0.6	3.0.3	1
pkgconf	3.0.6	3.0.4	1
pkgconf	3.0.6	3.0.5	1
plutovg	1.3.0	1.3.3	-1
plutovg	1.3.1	1.3.3	-1
plutovg	1.3.2	1.3.3	-1
plutovg	1.3.3	1.3.0	1
plutovg	1.3.3	1.3.1	1
plutovg	1.3.3	1.3.2	1
pmix	5.0.10	6.1.0	-1
pmix	5.0.11	6.1.0	-1
pmix	5.0.2	6.1.0	-1
pmix	5.0.3	6.1.0	-1
pmix	5.0.4	6.1.0	-1
pmix	5.0.5	6.1.0	-1
pmix	5.0.6	6.1.0	-1
pmix	5.0.7	6.1.0	-1
pmix	5.0.8	6.1.0	-1
pmix	5.0.9	6.1.0	-1
pmix	6.1.0	5.0.10	1
pmix	6.1.0	5.0.11	1
pmix	6.1.0	5.0.2	1
pmix	6.1.0	5.0.3	1
pmix	6.1.0	5.0.4	1
pmix	6.1.0	5.0.5	1
pmix	6.1.0	5.0.6	1
pmix	6.1.0	5.0.7	1
pmix	6.1.0	5.0.8	1
pmix	6.1.0	5.0.9	1
pnpm	11.21.0	11.24.0	-1
pnpm	11.22.0	11.24.0	-1
pnpm	11.24.0	11.21.0	1
pnpm	11.24.0	11.22.0	1
pocl	3.1	7.1	-1
pocl	6.0	7.1	-1
pocl	7.1	3.1	1
pocl	7.1	6.0	1
podman	5.8.2	6.1.0	-1
podman	6.1.0	5.8.2	1
polkit	125	127	-1
polkit	126	127	-1
polkit	127	125	1
polkit	127	126	1
ponyc	0.60.6	0.69.1	-1
ponyc	0.69.1	0.60.6	1
poppler	20.12.1	26.08.0	-1
poppler	21.02.0	26.08.0	-1
poppler	21.11.0	26.08.0	-1
poppler	22.02.0	26.08.0	-1
poppler	22.08.0	26.08.0	-1
poppler	22.11.0	26.08.0	-1
poppler	22.12.0	26.08.0	-1
poppler	23.04.0	26.08.0	-1
poppler	23.09.0	26.08.0	-1
poppler	24.03.0	26.08.0	-1
poppler	24.04.0	26.08.0	-1
poppler	24.12.0	26.08.0	-1
poppler	25.02.0	26.08.0	-1
poppler	25.03.0	26.08.0	-1
poppler	25.04.0	26.08.0	-1
poppler	25.09.1	26.08.0	-1
poppler	25.10.0	26.08.0	-1
poppler	25.11.0	26.08.0	-1
poppler	26.01.0	26.08.0	-1
poppler	26.03.0	26.08.0	-1
poppler	26.04.0	26.08.0	-1
poppler	26.07.0	26.08.0	-1
poppler	26.08.0	20.12.1	1
poppler	26.08.0	21.02.0	1
poppler	26.08.0	21.11.0	1
poppler	26.08.0	22.02.0	1
poppler	26.08.0	22.08.0	1
poppler	26.08.0	22.11.0	1
poppler	26.08.0	22.12.0	1
poppler	26.08.0	23.04.0	1
poppler	26.08.0	23.09.0	1
poppler	26.08.0	24.03.0	1
poppler	26.08.0	24.04.0	1
poppler	26.08.0	24.12.0	1
poppler	26.08.0	25.02.0	1
poppler	26.08.0	25.03.0	1
poppler	26.08.0	25.04.0	1
poppler	26.08.0	25.09.1	1
poppler	26.08.0	25.10.0	1
poppler	26.08.0	25.11.0	1
poppler	26.08.0	26.01.0	1
poppler	26.08.0	26.03.0	1
poppler	26.08.0	26.04.0	1
poppler	26.08.0	26.07.0	1
poppler-qt5	25.12.0	26.08.0	-1
poppler-qt5	26.08.0	25.12.0	1
popt	1.16	1.19	-1
popt	1.18	1.19	-1
popt	1.19	1.16	1
popt	1.19	1.18	1
portaudio	19.6.0	19.7.0	-1
portaudio	19.7.0	19.6.0	1
postgis	3.6.1	3.6.4	-1
postgis	3.6.3	3.6.4	-1
postgis	3.6.4	3.6.1	1
postgis	3.6.4	3.6.3	1
postgresql@15	15.18	15.19	-1
postgresql@15	15.19	15.18	1
primesieve	12.14	12.15	-1
primesieve	12.15	12.14	1
procps	4.0.6	4.0.7	-1
procps	4.0.7	4.0.6	1
proj	9.5.1	9.8.1	-1
proj	9.6.0	9.8.1	-1
proj	9.6.2	9.8.1	-1
proj	9.7.0	9.8.1	-1
proj	9.7.1	9.8.1	-1
proj	9.8.0	9.8.1	-1
proj	9.8.1	9.5.1	1
proj	9.8.1	9.6.0	1
proj	9.8.1	9.6.2	1
proj	9.8.1	9.7.0	1
proj	9.8.1	9.7.1	1
proj	9.8.1	9.8.0	1
protobuf	21.12	36.0	-1
protobuf	26.1	36.0	-1
protobuf	28.0	36.0	-1
protobuf	29.3	36.0	-1
protobuf	32.0	36.0	-1
protobuf	32.1	36.0	-1
protobuf	33.2	36.0	-1
protobuf	33.4	36.0	-1
protobuf	34.0	36.0	-1
protobuf	34.1	36.0	-1
protobuf	35.0	36.0	-1
protobuf	35.1	36.0	-1
protobuf	36.0	21.12	1
protobuf	36.0	26.1	1
protobuf	36.0	28.0	1
protobuf	36.0	29.3	1
protobuf	36.0	32.0	1
protobuf	36.0	32.1	1
protobuf	36.0	33.2	1
protobuf	36.0	33.4	1
protobuf	36.0	34.0	1
protobuf	36.0	34.1	1
protobuf	36.0	35.0	1
protobuf	36.0	35.1	1
protobuf-c	1.5.0	1.5.2	-1
protobuf-c	1.5.1	1.5.2	-1
protobuf-c	1.5.2	1.5.0	1
protobuf-c	1.5.2	1.5.1	1
protozero	1.8.1	1.8.2	-1
protozero	1.8.2	1.8.1	1
psutils	3.3.14	3.3.16	-1
psutils	3.3.15	3.3.16	-1
psutils	3.3.16	3.3.14	1
psutils	3.3.16	3.3.15	1
psutils	3.3.16	p17	1
psutils	p17	3.3.16	-1
pugixml	1.14	1.16	-1
pugixml	1.15	1.16	-1
pugixml	1.16	1.14	1
pugixml	1.16	1.15	1
pulseaudio	11.1	17.0	-1
pulseaudio	12.2	17.0	-1
pulseaudio	13.0	17.0	-1
pulseaudio	14.0	17.0	-1
pulseaudio	14.2	17.0	-1
pulseaudio	16.1	17.0	-1
pulseaudio	17.0	11.1	1
pulseaudio	17.0	12.2	1
pulseaudio	17.0	13.0	1
pulseaudio	17.0	14.0	1
pulseaudio	17.0	14.2	1
pulseaudio	17.0	16.1	1
purescript	0.15.15	0.15.16	-1
purescript	0.15.16	0.15.15	1
py3cairo	1.20.1	1.29.1	-1
py3cairo	1.23.0	1.29.1	-1
py3cairo	1.25.1	1.29.1	-1
py3cairo	1.27.0	1.29.1	-1
py3cairo	1.28.0	1.29.1	-1
py3cairo	1.29.0	1.29.1	-1
py3cairo	1.29.1	1.20.1	1
py3cairo	1.29.1	1.23.0	1
py3cairo	1.29.1	1.25.1	1
py3cairo	1.29.1	1.27.0	1
py3cairo	1.29.1	1.28.0	1
py3cairo	1.29.1	1.29.0	1
pybind11	3.0.1	3.1.0	-1
pybind11	3.0.2	3.1.0	-1
pybind11	3.0.4	3.1.0	-1
pybind11	3.1.0	3.0.1	1
pybind11	3.1.0	3.0.2	1
pybind11	3.1.0	3.0.4	1
pycparser	2.21	3.0	-1
pycparser	2.22	3.0	-1
pycparser	2.23	3.0	-1
pycparser	3.0	2.21	1
pycparser	3.0	2.22	1
pycparser	3.0	2.23	1
pydantic	2.12.5	2.13.4	-1
pydantic	2.13.4	2.12.5	1
pyenv	2.4.8	2.8.4	-1
pyenv	2.6.27	2.8.4	-1
pyenv	2.8.4	2.4.8	1
pyenv	2.8.4	2.6.27	1
pygit2	1.19.3	1.20.0	-1
pygit2	1.20.0	1.19.3	1
pygments	2.16.1	2.21.0	-1
pygments	2.21.0	2.16.1	1
pygobject3	3.42.0	3.58.0	-1
pygobject3	3.44.1	3.58.0	-1
pygobject3	3.46.0	3.58.0	-1
pygobject3	3.50.0	3.58.0	-1
pygobject3	3.52.3	3.58.0	-1
pygobject3	3.54.2	3.58.0	-1
pygobject3	3.54.3	3.58.0	-1
pygobject3	3.54.5	3.58.0	-1
pygobject3	3.56.1	3.58.0	-1
pygobject3	3.56.2	3.58.0	-1
pygobject3	3.56.3	3.58.0	-1
pygobject3	3.58.0	3.42.0	1
pygobject3	3.58.0	3.44.1	1
pygobject3	3.58.0	3.46.0	1
pygobject3	3.58.0	3.50.0	1
pygobject3	3.58.0	3.52.3	1
pygobject3	3.58.0	3.54.2	1
pygobject3	3.58.0	3.54.3	1
pygobject3	3.58.0	3.54.5	1
pygobject3	3.58.0	3.56.1	1
pygobject3	3.58.0	3.56.2	1
pygobject3	3.58.0	3.56.3	1
pymupdf	1.28.0	1.28.2	-1
pymupdf	1.28.2	1.28.0	1
pyqt	6.10.0	6.11.0	-1
pyqt	6.10.2	6.11.0	-1
pyqt	6.11.0	6.10.0	1
pyqt	6.11.0	6.10.2	1
pyqt	6.11.0	6.9.1	1
pyqt	6.9.1	6.11.0	-1
pyside	6.10.2	6.11.2	-1
pyside	6.11.1	6.11.2	-1
pyside	6.11.2	6.10.2	1
pyside	6.11.2	6.11.1	1
pystring	1.1.5	1.2.0	-1
pystring	1.2.0	1.1.5	1
python-markdown	3.10.3	3.4.4	1
python-markdown	3.4.4	3.10.3	-1
python-matplotlib	3.10.8	3.11.1	-1
python-matplotlib	3.11.1	3.10.8	1
python-packaging	23.2	26.3	-1
python-packaging	24.1	26.3	-1
python-packaging	24.2	26.3	-1
python-packaging	26.3	23.2	1
python-packaging	26.3	24.1	1
python-packaging	26.3	24.2	1
python-setuptools	68.2.2	84.0.0	-1
python-setuptools	76.0.0	84.0.0	-1
python-setuptools	84.0.0	68.2.2	1
python-setuptools	84.0.0	76.0.0	1
python@3.10	3.10.1	3.10.21	-1
python@3.10	3.10.10	3.10.21	-1
python@3.10	3.10.2	3.10.21	-1
python@3.10	3.10.21	3.10.1	1
python@3.10	3.10.21	3.10.10	1
python@3.10	3.10.21	3.10.2	1
python@3.10	3.10.21	3.10.4	1
python@3.10	3.10.21	3.10.6	1
python@3.10	3.10.21	3.10.7	1
python@3.10	3.10.21	3.10.8	1
python@3.10	3.10.21	3.10.9	1
python@3.10	3.10.4	3.10.21	-1
python@3.10	3.10.6	3.10.21	-1
python@3.10	3.10.7	3.10.21	-1
python@3.10	3.10.8	3.10.21	-1
python@3.10	3.10.9	3.10.21	-1
python@3.11	3.11.0	3.11.16	-1
python@3.11	3.11.1	3.11.16	-1
python@3.11	3.11.10	3.11.16	-1
python@3.11	3.11.15	3.11.16	-1
python@3.11	3.11.16	3.11.0	1
python@3.11	3.11.16	3.11.1	1
python@3.11	3.11.16	3.11.10	1
python@3.11	3.11.16	3.11.15	1
python@3.11	3.11.16	3.11.2	1
python@3.11	3.11.16	3.11.3	1
python@3.11	3.11.16	3.11.4	1
python@3.11	3.11.16	3.11.5	1
python@3.11	3.11.16	3.11.6	1
python@3.11	3.11.16	3.11.7	1
python@3.11	3.11.2	3.11.16	-1
python@3.11	3.11.3	3.11.16	-1
python@3.11	3.11.4	3.11.16	-1
python@3.11	3.11.5	3.11.16	-1
python@3.11	3.11.6	3.11.16	-1
python@3.11	3.11.7	3.11.16	-1
python@3.12	3.12.0	3.12.14	-1
python@3.12	3.12.1	3.12.14	-1
python@3.12	3.12.11	3.12.14	-1
python@3.12	3.12.12	3.12.14	-1
python@3.12	3.12.13	3.12.14	-1
python@3.12	3.12.14	3.12.0	1
python@3.12	3.12.14	3.12.1	1
python@3.12	3.12.14	3.12.11	1
python@3.12	3.12.14	3.12.12	1
python@3.12	3.12.14	3.12.13	1
python@3.12	3.12.14	3.12.2	1
python@3.12	3.12.14	3.12.3	1
python@3.12	3.12.14	3.12.4	1
python@3.12	3.12.14	3.12.5	1
python@3.12	3.12.14	3.12.6	1
python@3.12	3.12.14	3.12.7	1
python@3.12	3.12.2	3.12.14	-1
python@3.12	3.12.3	3.12.14	-1
python@3.12	3.12.4	3.12.14	-1
python@3.12	3.12.5	3.12.14	-1
python@3.12	3.12.6	3.12.14	-1
python@3.12	3.12.7	3.12.14	-1
python@3.13	3.13.0	3.13.15	-1
python@3.13	3.13.1	3.13.15	-1
python@3.13	3.13.11	3.13.15	-1
python@3.13	3.13.12	3.13.15	-1
python@3.13	3.13.13	3.13.15	-1
python@3.13	3.13.14	3.13.15	-1
python@3.13	3.13.15	3.13.0	1
python@3.13	3.13.15	3.13.1	1
python@3.13	3.13.15	3.13.11	1
python@3.13	3.13.15	3.13.12	1
python@3.13	3.13.15	3.13.13	1
python@3.13	3.13.15	3.13.14	1
python@3.13	3.13.15	3.13.2	1
python@3.13	3.13.15	3.13.3	1
python@3.13	3.13.15	3.13.4	1
python@3.13	3.13.15	3.13.5	1
python@3.13	3.13.15	3.13.6	1
python@3.13	3.13.15	3.13.7	1
python@3.13	3.13.15	3.13.8	1
python@3.13	3.13.15	3.13.9	1
python@3.13	3.13.2	3.13.15	-1
python@3.13	3.13.3	3.13.15	-1
python@3.13	3.13.4	3.13.15	-1
python@3.13	3.13.5	3.13.15	-1
python@3.13	3.13.6	3.13.15	-1
python@3.13	3.13.7	3.13.15	-1
python@3.13	3.13.8	3.13.15	-1
python@3.13	3.13.9	3.13.15	-1
python@3.14	3.14.0	3.14.7	-1
python@3.14	3.14.1	3.14.7	-1
python@3.14	3.14.2	3.14.7	-1
python@3.14	3.14.3	3.14.7	-1
python@3.14	3.14.4	3.14.7	-1
python@3.14	3.14.5	3.14.7	-1
python@3.14	3.14.6	3.14.7	-1
python@3.14	3.14.7	3.14.0	1
python@3.14	3.14.7	3.14.1	1
python@3.14	3.14.7	3.14.2	1
python@3.14	3.14.7	3.14.3	1
python@3.14	3.14.7	3.14.4	1
python@3.14	3.14.7	3.14.5	1
python@3.14	3.14.7	3.14.6	1
python@3.9	3.9.0	3.9.25	-1
python@3.9	3.9.1	3.9.25	-1
python@3.9	3.9.10	3.9.25	-1
python@3.9	3.9.12	3.9.25	-1
python@3.9	3.9.13	3.9.25	-1
python@3.9	3.9.2	3.9.25	-1
python@3.9	3.9.25	3.9.0	1
python@3.9	3.9.25	3.9.1	1
python@3.9	3.9.25	3.9.10	1
python@3.9	3.9.25	3.9.12	1
python@3.9	3.9.25	3.9.13	1
python@3.9	3.9.25	3.9.2	1
python@3.9	3.9.25	3.9.5	1
python@3.9	3.9.25	3.9.6	1
python@3.9	3.9.25	3.9.7	1
python@3.9	3.9.25	3.9.9	1
python@3.9	3.9.5	3.9.25	-1
python@3.9	3.9.6	3.9.25	-1
python@3.9	3.9.7	3.9.25	-1
python@3.9	3.9.9	3.9.25	-1
pytorch	2.12.0	2.13.0	-1
pytorch	2.12.1	2.13.0	-1
pytorch	2.13.0	2.12.0	1
pytorch	2.13.0	2.12.1	1
qemu	10.2.0	11.1.1	-1
qemu	11.0.1	11.1.1	-1
qemu	11.0.2	11.1.1	-1
qemu	11.1.1	10.2.0	1
qemu	11.1.1	11.0.1	1
qemu	11.1.1	11.0.2	1
qpdf	10.6.3	12.4.1	-1
qpdf	12.0.0	12.4.1	-1
qpdf	12.1.0	12.4.1	-1
qpdf	12.2.0	12.4.1	-1
qpdf	12.3.2	12.4.1	-1
qpdf	12.4.1	10.6.3	1
qpdf	12.4.1	12.0.0	1
qpdf	12.4.1	12.1.0	1
qpdf	12.4.1	12.2.0	1
qpdf	12.4.1	12.3.2	1
qpid-proton	0.38.0	0.40.0	-1
qpid-proton	0.39.0	0.40.0	-1
qpid-proton	0.40.0	0.38.0	1
qpid-proton	0.40.0	0.39.0	1
qrupdate	1.1.5	1.2.0	-1
qrupdate	1.2.0	1.1.5	1
qt	5.15.2	6.11.1	-1
qt	6.11.1	5.15.2	1
qt	6.11.1	6.2.1	1
qt	6.11.1	6.2.3	1
qt	6.11.1	6.7.0	1
qt	6.11.1	6.7.3	1
qt	6.11.1	6.8.2	1
qt	6.11.1	6.9.2	1
qt	6.2.1	6.11.1	-1
qt	6.2.3	6.11.1	-1
qt	6.7.0	6.11.1	-1
qt	6.7.3	6.11.1	-1
qt	6.8.2	6.11.1	-1
qt	6.9.2	6.11.1	-1
qt3d	6.10.2	6.11.1	-1
qt3d	6.11.0	6.11.1	-1
qt3d	6.11.1	6.10.2	1
qt3d	6.11.1	6.11.0	1
qt3d	6.11.1	6.9.3	1
qt3d	6.9.3	6.11.1	-1
qt5compat	6.10.1	6.11.1	-1
qt5compat	6.11.1	6.10.1	1
qt5compat	6.11.1	6.9.3	1
qt5compat	6.9.3	6.11.1	-1
qt@5	5.15.10	5.15.19	-1
qt@5	5.15.13	5.15.19	-1
qt@5	5.15.16	5.15.19	-1
qt@5	5.15.17	5.15.19	-1
qt@5	5.15.18	5.15.19	-1
qt@5	5.15.19	5.15.10	1
qt@5	5.15.19	5.15.13	1
qt@5	5.15.19	5.15.16	1
qt@5	5.15.19	5.15.17	1
qt@5	5.15.19	5.15.18	1
qt@5	5.15.19	5.15.5	1
qt@5	5.15.19	5.15.6	1
qt@5	5.15.19	5.15.7	1
qt@5	5.15.19	5.15.8	1
qt@5	5.15.5	5.15.19	-1
qt@5	5.15.6	5.15.19	-1
qt@5	5.15.7	5.15.19	-1
qt@5	5.15.8	5.15.19	-1
qtbase	6.10.1	6.11.1	-1
qtbase	6.10.2	6.11.1	-1
qtbase	6.11.0	6.11.1	-1
qtbase	6.11.1	6.10.1	1
qtbase	6.11.1	6.10.2	1
qtbase	6.11.1	6.11.0	1
qtbase	6.11.1	6.9.3	1
qtbase	6.9.3	6.11.1	-1
qtcharts	6.10.2	6.11.1	-1
qtcharts	6.11.0	6.11.1	-1
qtcharts	6.11.1	6.10.2	1
qtcharts	6.11.1	6.11.0	1
qtcharts	6.11.1	6.9.3	1
qtcharts	6.9.3	6.11.1	-1
qtconnectivity	6.10.2	6.11.1	-1
qtconnectivity	6.11.0	6.11.1	-1
qtconnectivity	6.11.1	6.10.2	1
qtconnectivity	6.11.1	6.11.0	1
qtconnectivity	6.11.1	6.9.3	1
qtconnectivity	6.9.3	6.11.1	-1
qtdatavis3d	6.10.2	6.11.1	-1
qtdatavis3d	6.11.0	6.11.1	-1
qtdatavis3d	6.11.1	6.10.2	1
qtdatavis3d	6.11.1	6.11.0	1
qtdatavis3d	6.11.1	6.9.3	1
qtdatavis3d	6.9.3	6.11.1	-1
qtdeclarative	6.10.1	6.11.1	-1
qtdeclarative	6.10.2	6.11.1	-1
qtdeclarative	6.11.0	6.11.1	-1
qtdeclarative	6.11.1	6.10.1	1
qtdeclarative	6.11.1	6.10.2	1
qtdeclarative	6.11.1	6.11.0	1
qtdeclarative	6.11.1	6.9.3	1
qtdeclarative	6.9.3	6.11.1	-1
qtgraphs	6.10.2	6.11.1	-1
qtgraphs	6.11.1	6.10.2	1
qthttpserver	6.10.2	6.11.1	-1
qthttpserver	6.11.1	6.10.2	1
qtlocation	6.10.2	6.11.1	-1
qtlocation	6.11.1	6.10.2	1
qtmultimedia	6.10.2	6.11.1	-1
qtmultimedia	6.11.0	6.11.1	-1
qtmultimedia	6.11.1	6.10.2	1
qtmultimedia	6.11.1	6.11.0	1
qtmultimedia	6.11.1	6.9.3	1
qtmultimedia	6.9.3	6.11.1	-1
qtnetworkauth	6.10.2	6.11.1	-1
qtnetworkauth	6.11.0	6.11.1	-1
qtnetworkauth	6.11.1	6.10.2	1
qtnetworkauth	6.11.1	6.11.0	1
qtnetworkauth	6.11.1	6.9.3	1
qtnetworkauth	6.9.3	6.11.1	-1
qtpositioning	6.10.2	6.11.1	-1
qtpositioning	6.11.0	6.11.1	-1
qtpositioning	6.11.1	6.10.2	1
qtpositioning	6.11.1	6.11.0	1
qtpositioning	6.11.1	6.9.3	1
qtpositioning	6.9.3	6.11.1	-1
qtquick3d	6.10.2	6.11.1	-1
qtquick3d	6.11.0	6.11.1	-1
qtquick3d	6.11.1	6.10.2	1
qtquick3d	6.11.1	6.11.0	1
qtquick3d	6.11.1	6.9.3	1
qtquick3d	6.9.3	6.11.1	-1
qtquicktimeline	6.10.2	6.11.1	-1
qtquicktimeline	6.11.0	6.11.1	-1
qtquicktimeline	6.11.1	6.10.2	1
qtquicktimeline	6.11.1	6.11.0	1
qtquicktimeline	6.11.1	6.9.3	1
qtquicktimeline	6.9.3	6.11.1	-1
qtremoteobjects	6.10.2	6.11.1	-1
qtremoteobjects	6.11.0	6.11.1	-1
qtremoteobjects	6.11.1	6.10.2	1
qtremoteobjects	6.11.1	6.11.0	1
qtremoteobjects	6.11.1	6.9.3	1
qtremoteobjects	6.9.3	6.11.1	-1
qtscxml	6.10.2	6.11.1	-1
qtscxml	6.11.0	6.11.1	-1
qtscxml	6.11.1	6.10.2	1
qtscxml	6.11.1	6.11.0	1
qtscxml	6.11.1	6.9.3	1
qtscxml	6.9.3	6.11.1	-1
qtsensors	6.10.2	6.11.1	-1
qtsensors	6.11.0	6.11.1	-1
qtsensors	6.11.1	6.10.2	1
qtsensors	6.11.1	6.11.0	1
qtsensors	6.11.1	6.9.3	1
qtsensors	6.9.3	6.11.1	-1
qtserialbus	6.10.2	6.11.1	-1
qtserialbus	6.11.1	6.10.2	1
qtserialport	6.10.2	6.11.1	-1
qtserialport	6.11.0	6.11.1	-1
qtserialport	6.11.1	6.10.2	1
qtserialport	6.11.1	6.11.0	1
qtserialport	6.11.1	6.9.3	1
qtserialport	6.9.3	6.11.1	-1
qtshadertools	6.10.1	6.11.1	-1
qtshadertools	6.10.2	6.11.1	-1
qtshadertools	6.11.0	6.11.1	-1
qtshadertools	6.11.1	6.10.1	1
qtshadertools	6.11.1	6.10.2	1
qtshadertools	6.11.1	6.11.0	1
qtshadertools	6.11.1	6.9.3	1
qtshadertools	6.9.3	6.11.1	-1
qtspeech	6.10.2	6.11.1	-1
qtspeech	6.11.0	6.11.1	-1
qtspeech	6.11.1	6.10.2	1
qtspeech	6.11.1	6.11.0	1
qtspeech	6.11.1	6.9.3	1
qtspeech	6.9.3	6.11.1	-1
qtsvg	6.10.1	6.11.1	-1
qtsvg	6.10.2	6.11.1	-1
qtsvg	6.11.0	6.11.1	-1
qtsvg	6.11.1	6.10.1	1
qtsvg	6.11.1	6.10.2	1
qtsvg	6.11.1	6.11.0	1
qtsvg	6.11.1	6.9.3	1
qtsvg	6.9.3	6.11.1	-1
qttools	6.10.2	6.11.1	-1
qttools	6.11.0	6.11.1	-1
qttools	6.11.1	6.10.2	1
qttools	6.11.1	6.11.0	1
qttools	6.11.1	6.9.3	1
qttools	6.9.3	6.11.1	-1
qtwebchannel	6.10.2	6.11.1	-1
qtwebchannel	6.11.0	6.11.1	-1
qtwebchannel	6.11.1	6.10.2	1
qtwebchannel	6.11.1	6.11.0	1
qtwebchannel	6.11.1	6.9.3	1
qtwebchannel	6.9.3	6.11.1	-1
qtwebengine	6.10.2	6.11.1	-1
qtwebengine	6.11.0	6.11.1	-1
qtwebengine	6.11.1	6.10.2	1
qtwebengine	6.11.1	6.11.0	1
qtwebengine	6.11.1	6.9.3	1
qtwebengine	6.9.3	6.11.1	-1
qtwebsockets	6.10.2	6.11.1	-1
qtwebsockets	6.11.0	6.11.1	-1
qtwebsockets	6.11.1	6.10.2	1
qtwebsockets	6.11.1	6.11.0	1
qtwebsockets	6.11.1	6.9.3	1
qtwebsockets	6.9.3	6.11.1	-1
qtwebview	6.10.2	6.11.1	-1
qtwebview	6.11.1	6.10.2	1
r	4.6.0	4.6.1	-1
r	4.6.1	4.6.0	1
rabbitmq-c	0.15.0	0.17.0	-1
rabbitmq-c	0.17.0	0.15.0	1
ragel	6.10	6.11	-1
ragel	6.11	6.10	1
rancher-machine	0.15.0-rancher144	0.15.0-rancher145	-1
rancher-machine	0.15.0-rancher145	0.15.0-rancher144	1
raptor	2.0.15	2.0.16	-1
raptor	2.0.16	2.0.15	1
rav1e	0.3.5	0.8.1	-1
rav1e	0.4.0	0.8.1	-1
rav1e	0.5.0	0.8.1	-1
rav1e	0.5.1	0.8.1	-1
rav1e	0.6.6	0.8.1	-1
rav1e	0.7.1	0.8.1	-1
rav1e	0.8.1	0.3.5	1
rav1e	0.8.1	0.4.0	1
rav1e	0.8.1	0.5.0	1
rav1e	0.8.1	0.5.1	1
rav1e	0.8.1	0.6.6	1
rav1e	0.8.1	0.7.1	1
rbenv	1.3.0	1.3.2	-1
rbenv	1.3.2	1.3.0	1
rclone	1.67.0	1.75.0	-1
rclone	1.75.0	1.67.0	1
re2	20220601	2025-11-05	1
re2	20230301	2025-11-05	1
re2	2025-11-05	20220601	-1
re2	2025-11-05	20230301	-1
re2	2025-11-05	20251105	-1
re2	20251105	2025-11-05	1
readline	7.0.5	8.3.3	-1
readline	8.0.0	8.3.3	-1
readline	8.0.1	8.3.3	-1
readline	8.0.4	8.3.3	-1
readline	8.1	8.3.3	-1
readline	8.1.1	8.3.3	-1
readline	8.1.2	8.3.3	-1
readline	8.2.1	8.3.3	-1
readline	8.2.10	8.3.3	-1
readline	8.2.13	8.3.3	-1
readline	8.2.7	8.3.3	-1
readline	8.3	8.3.3	-1
readline	8.3.1	8.3.3	-1
readline	8.3.3	7.0.5	1
readline	8.3.3	8.0.0	1
readline	8.3.3	8.0.1	1
readline	8.3.3	8.0.4	1
readline	8.3.3	8.1	1
readline	8.3.3	8.1.1	1
readline	8.3.3	8.1.2	1
readline	8.3.3	8.2.1	1
readline	8.3.3	8.2.10	1
readline	8.3.3	8.2.13	1
readline	8.3.3	8.2.7	1
readline	8.3.3	8.3	1
readline	8.3.3	8.3.1	1
rebar3	3.24.0	3.27.0	-1
rebar3	3.25.1	3.27.0	-1
rebar3	3.27.0	3.24.0	1
rebar3	3.27.0	3.25.1	1
redis	8.10.0	8.10.1	-1
redis	8.10.1	8.10.0	1
reliable	1.4.0	1.4.1	-1
reliable	1.4.1	1.4.0	1
reproc	14.2.7	14.2.8	-1
reproc	14.2.8	14.2.7	1
restic	0.18.1	0.19.1	-1
restic	0.19.1	0.18.1	1
ripgrep	15.1.0	15.2.0	-1
ripgrep	15.2.0	15.1.0	1
rlwrap	0.46.1	0.48	-1
rlwrap	0.47.1	0.48	-1
rlwrap	0.48	0.46.1	1
rlwrap	0.48	0.47.1	1
rpds-py	0.30.0	2026.6.3	-1
rpds-py	2026.5.1	2026.6.3	-1
rpds-py	2026.6.3	0.30.0	1
rpds-py	2026.6.3	2026.5.1	1
rpm	4.20.1	6.1.0	-1
rpm	6.0.2	6.1.0	-1
rpm	6.1.0	4.20.1	1
rpm	6.1.0	6.0.2	1
rrdtool	1.10.3	1.11.0	-1
rrdtool	1.11.0	1.10.3	1
rrdtool	1.11.0	1.9.0	1
rrdtool	1.9.0	1.11.0	-1
rsync	3.4.1	3.5.0	-1
rsync	3.4.4	3.5.0	-1
rsync	3.5.0	3.4.1	1
rsync	3.5.0	3.4.4	1
rtk	0.45.0	0.46.0	-1
rtk	0.46.0	0.45.0	1
rtmpdump	2.4+20151223	2.6	-1
rtmpdump	2.4-20151223	2.6	-1
rtmpdump	2.6	2.4+20151223	1
rtmpdump	2.6	2.4-20151223	1
rubberband	1.9.0	4.0.0	-1
rubberband	1.9.2	4.0.0	-1
rubberband	2.0.2	4.0.0	-1
rubberband	3.1.1	4.0.0	-1
rubberband	3.3.0	4.0.0	-1
rubberband	4.0.0	1.9.0	1
rubberband	4.0.0	1.9.2	1
rubberband	4.0.0	2.0.2	1
rubberband	4.0.0	3.1.1	1
rubberband	4.0.0	3.3.0	1
ruby	3.1.2	4.0.6	-1
ruby	3.2.0	4.0.6	-1
ruby	3.2.2	4.0.6	-1
ruby	3.3.2	4.0.6	-1
